NAZWA_PRZEDSIEBIORCY+A1:H1;NAZWA_PUNKTU;MIEJSCOWOSC;ULICA;NR_BUD;TYP_PUNKTU;NR_LOK;ADRES_OPISOWY
PAWE£ £ GOWSKI;SKLEP SIECI ØABKA;GDA—SK;UL. ALEJA GRUNWALDZKA;42;HANDEL;;
"HURTOWNIA ARTYKU£”W SPOØYWCZYCH ""KOYDO"" KRZYSZTOF OJDOWSKI";DELIKATESY KOYDO;GDA—SK;UL. SIENNICKA;26;HANDEL;;
P.P.H.U PARTNER BOGDAN RADAWIEC;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. STRAJKU DOKER”W;17;HANDEL;;
PPHU JEDNOROØEC KRZYSZTOF ZAJ•C;"SKLEP SIECI ""ØABKA""";GDA—SK;UL. CYTROWA;2A;HANDEL;;
STEFANIA WR”BEL MISZ-MASZ;"SKLEP WIELOBRANØOWY ""MISZ MASZ""";GDA—SK;UL. SREBRNA;16;HANDEL;LOK 1;
"""H 500"" SP. Z O.O. G520 SP”£KA KOMANDYTOWO-AKCYJNA";SKLEP;GDA—SK;UL. JAGIELLO—SKA;34;HANDEL;;
MARIO KATARZYNA RUMI—SKA;"SKLEP SPOØYWCZY ""MARIO""";GDA—SK;UL. ALEJA RZECZYPOSPOLITEJ;1;HANDEL;B;
KRAKOWSKI KREDENS TRADYCJA GALICYJSKA S.A.;SKLEP KRAKOWSKI KREDENS;GDA—SK;UL. ALEJA GRUNWALDZKA;141;HANDEL;;
KRAKOWSKI KREDENS TRADYCJA GALICYJSKA S.A.;"SKLEP ""KRAKOWSKI KREDENS""";GDA—SK;UL. TARG SIENNY;7;HANDEL;;
MADOK MARZENA ZULEWSKA SKLEP SPOØYWCZY;SKLEP FRESHMARKET;GDA—SK;UL. JAB£ONIOWA;29A;HANDEL;;
"""FROG MAK"" MAGDALENA KRZECZKOWSKA";"SKLEP SPOØYWCZY ""ØABKA""";GDA—SK;UL. ROMANA DMOWSKIEGO;12;HANDEL;;
1. FIRMA HANDLOWO-US£UGOWA - JERZY KLEINA;SKLEP MONOPOLOWY;GDA—SK;UL. KIELNIE—SKA;81;HANDEL;;
"SKLEP MI SNO-SPOØYWCZY ""PIASTOWSKA"" KAZIMIERZ KOLANKO";SKLEP MI SNO-SPOØYWCZY PIASTOWSKA;GDA—SK;UL. PIASTOWSKA;90;HANDEL;E;
SKLEP SPOØYWCZO-MONOPOLOWY WIES£AW KOWALSKI;SKLEP;GDA—SK;UL. ØYWIECKA;3;HANDEL;;
SKLEP SPOØYWCZY ALICJA KUCZY—SKA;SKLEP SPOØYWCZY;GDA—SK;UL. PIASKOWA;18 A;HANDEL;;
PRZEDSI BIORSTWO HANDLOWE ZASPA, GRAØYNA LELO SP”£KA JAWNA;"SKLEP SPOØYWCZY PH ""ZASPA""";GDA—SK;UL. DYWIZJONU 303;25;HANDEL;;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. REJA;36A;HANDEL;;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";"SKLEP SPOØYWCZO-MONOPOLOWY ""OLA""";GDA—SK;UL. DRAGANA;12;HANDEL;;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";"SKLEP SPOØYWCZO-MONOPOLOWY ""OLA""";GDA—SK;UL. £OZY;3;HANDEL;4;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";SKLEP SPOZYWCZO-MONOPOLOWY OLA;GDA—SK;UL. JOACHIMA LELEWELA;16B;HANDEL;;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";SKLEP;GDA—SK;UL. MARYNARKI POLSKIEJ;2;HANDEL;;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";SKLEP MONOPOLOWY;GDA—SK;UL. PARTYZANT”W;42;HANDEL;;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";SKLEP SIECI LIBERO;GDA—SK;UL. KLONOWA;1;HANDEL;16;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";"SKLEP SIECI ""NOBIS""";GDA—SK;UL. ZOFII NA£KOWSKIEJ;6;HANDEL;;
"""NOBIS"" - ROBERT LIPI—SKI TR”JMIEJSKA SIE∆ HANDLOWA LIBERO";SKLEP SPOØYWCZY;GDA—SK;UL. LEåNA G”RA;21;HANDEL;A;
"ZBIGNIEW LELO FIRMA HANDLOWA ""MERCURY""";SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. PILOT”W;23;HANDEL;B;
"ZBIGNIEW LELO FIRMA HANDLOWA ""MERCURY""";SKLEP;GDA—SK;UL. STARTOWA;4;HANDEL;;
"ZBIGNIEW LELO FIRMA HANDLOWA ""MERCURY""";SKLEP LEWIATAN;GDA—SK;UL. JAB£ONIOWA;21;HANDEL;8;
"LESZEK MAZUR DANUTA MAZUR SKLEP ""OLA"" S.C.";"SKLEP SPOØYWCZY ""OLA""";GDA—SK;UL. POWSTA—C”W WARSZAWSKICH;15;HANDEL;;
"LESZEK MAZUR DANUTA MAZUR SKLEP ""OLA"" S.C.";SKLEP;GDA—SK;UL. GRANITOWA;1;HANDEL;SKLEP;
SKLEP WIELOBRANØOWY MACIEJ MODRZEJEWSKI;SKLEP WIELOBRANØOWY;GDA—SK;UL. £•KOWA;46A;HANDEL;;
SKLEP SPOØYWCZO PRZEMYS£OWY MICHA£ MARKOWSKI;SKLEP SPOØYWCZO-PRZEMYS£OWY;GDA—SK;UL. MJR.  MIECZYS£AWA S£ABEGO;3;HANDEL;;
"BEATA NALAZEK SKLEP ""BRIX 8"" NALAZEK BEATA";SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. NOWINY;28L;HANDEL;;
SKLEP OG”LNOSPOØYWCZY DANUTA NAWROCKA;SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. SKARPOWA;22;HANDEL;;
"FIRMA "" ATUT "" RAFA£ PETA";SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. RADU—SKA;30;HANDEL;;
"""SKLEP SPOØYWCZY WARZYWA-OWOCE"" GRAØYNA PLUTA";SKLEP SPOØYWCZY WARZYWA-OWOCE;GDA—SK;UL. £•KOWA;20;HANDEL;;
INET DESIGN JAROS£AW PIWOWARSKI;SKLEP;GDA—SK;UL. PODWALE STAROMIEJSKIE;91;HANDEL;;
"""FROG MAK"" MAGDALENA KRZECZKOWSKA";"SKLEP SPOØYWCZY ""ØABKA""";GDA—SK;UL. ALEJA GRUNWALDZKA;75;HANDEL;;
FIRMA HANDLOWA BARBARA CHAZBIJEWICZ;"SKLEP ""KLASZTORNE SMAKI""";GDA—SK;UL. åW. DUCHA;37;HANDEL;39/1;
"PRZEDSI BIORSTWO HANDLOWO-US£UGOWE ""JOLA"" JOLANTA TORZEWSKA";"SKLEP SPOØYWCZY ""ØABKA"" NR 231";GDA—SK;UL. MICKIEWICZA;9;HANDEL;;
MIRO MIROS£AWA JOACHIMIAK;SKLEP ØABKA;GDA—SK;UL. PARTYZANT”W;72;HANDEL;82;
MIRO MIROS£AWA JOACHIMIAK;SKLEP ØABKA;GDA—SK;UL. ANTONIEGO ABRAHAMA;15B;HANDEL;;
SKLEP SPOØYWCZY TERESA SKARØYCKA;SKLEP SPOØYWCZY;GDA—SK;UL. MARSZ. FERDYNANDA FOCHA;7;HANDEL;1;
SKLEP SPOØYWCZY TERESA SKARØYCKA;SKLEP SPOØYWCZY;GDA—SK;UL. R”WNA;38;HANDEL;44;
SKLEP SPOØYWCZY TERESA SKARØYCKA;SKLEP SPOØYWCZY;GDA—SK;UL. ZAMIEJSKA;46;HANDEL;;
SKLEP SPOØYWCZY TERESA SKARØYCKA;SKLEP SPOØYWCZY;GDA—SK;UL. åWIBNIE—SKA;34;HANDEL;;
P.H.U. BONSACO HANNA GRDE—-BAGI—SKA;"SKLEP SIECI ""ØABKA""";GDA—SK;UL. TORU—SKA;15;HANDEL;U5;
"PHU ""DORIS"" DOROTA FLORKOWSKA";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. BITWY OLIWSKIEJ;21E;HANDEL;;
"PHU ""DORIS"" DOROTA FLORKOWSKA";SKLEP SIECI ØABKA;GDA—SK;UL. KO£OBRZESKA;21A;HANDEL;2;
WINERS SP. Z O.O.;SKLEP DETALICZNY PRZY HURTOWNI;GDA—SK;UL. MIA£KI SZLAK;52;HANDEL;;
AMIC POLSKA SP. Z O.O.;STACJA PALIW LUKOIL POLSKA;GDA—SK;UL. S£OWACKIEGO;134;HANDEL;;
AMIC POLSKA SP. Z O.O.;SKLEP MONOPOLOWY;GDA—SK;UL. ELBL•SKA;114;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. MARYNARKI POLSKIEJ;97;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. ALEJA GRUNWALDZKA;159;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. WARSZAWSKA;21;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. GDA—SKA;21;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. FRANCISZKA HYNKA;69;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. PLATYNOWA;3;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. FRANCISZKA RAKOCZEGO;21;HANDEL;;
PH GEMS - CZOSKE JERZY;SKLEP GEMS;GDA—SK;UL. åWIDNICKA;4;HANDEL;;
"SKLEPSPOØYWCZY ""IWONA"" S.C. JOANNA POWSZUK  KRZYSZTOF POWSZUK";SKLEP;GDA—SK;UL. CZYØEWSKIEGO;6;HANDEL;;
"SKLEP SPOØYWCZO-PRZEMYS£OWY ""WANDA"" JOLANTA ROSI—SKA";"SKLEP SPOØYWCZO-PRZEMYS£OWY ""WANDA""";GDA—SK;UL. NOWINY;78;HANDEL;1;
PRZEDSIEBIORSTWO HANDLOWE RYSZARD ROMANOWSKI;SKLEP;GDA—SK;UL. W£ADYS£AWA CIESZY—SKIEGO;36;HANDEL;38;
PRZEDSIEBIORSTWO HANDLOWE RYSZARD ROMANOWSKI;SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. ALEJA JANA PAW£A II;4H;HANDEL;4;
"FIRMA HANDLOWA ""MIJA"" MIROS£AW SADOWSKI";SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. KO£OBRZESKA;48;HANDEL;B;
SKLEP BRANØY ØYWNOåCIOWEJ IRENA CZOP;SKLEP SPOØYWCZY;GDA—SK;UL. TURYSTYCZNA;5;HANDEL;;
SKLEP SPOØYWCZO-PRZEMYS£OWY JERZY WENTA;SKLEP;GDA—SK;UL. NADWIåLA—SKA;107;HANDEL;;
ALICJA SZYD£OWSKA WARZYWA-OWOCE ORAZ ARTYKU£Y OG”LNOSPOØYWCZE;SKLEP OG”LNOSPOZYWCZY;GDA—SK;UL. HENRYKA RODAKOWSKIEGO;2A;HANDEL;;
SOBOLEWSKI RADOS£AW SKLEP WARZYWA OWOCE;SKLEP;GDA—SK;UL. PILOT”W;3;HANDEL;;
"""L-G"" LUCJA SZ£ODA";"SKLEP SPOØYWCZY ""LG""";GDA—SK;UL. SKARPOWA;26;HANDEL;;
TESCO POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCIA;"SKLEP SPOØYWCZO-PRZEMYS£OWY ""TESCO""";GDA—SK;UL. OBRO—C”W WYBRZEØA;21;HANDEL;;
TESCO POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCIA;"SKLEP SPOØYWCZO-PRZEMYS£OWY ""TESCO""";GDA—SK;UL. OPOLSKA;3;HANDEL;;
TESCO POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCIA;HIPER MARKET;GDA—SK;UL. CIENISTA;30;HANDEL;;
EWA I MAREK URBANOWICZ;SKLEP SPOØYWCZY;GDA—SK;UL. SERDECZNA;1C;HANDEL;;
SKLEP WIELOBRANØOWY RAFA£ URBAN;SKLEP SPOØYWCZY;GDA—SK;UL. TRAKT åW. WOJCIECHA;191;HANDEL;;
GRYF FIRMA HANDLOWO-US£UGOWA RADOS£AW WILOCH;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. GROBLA I;1;HANDEL;13;
GRYF FIRMA HANDLOWO-US£UGOWA RADOS£AW WILOCH;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. POLITECHNICZNA;3;HANDEL;;
OLKADA P.P.H.U DARIUSZ WR”BEL;"SKLEP SPOØYWCZY ""OLKADA""";GDA—SK;UL. MAKI;43;HANDEL;;
"WIJATA HELENA FIRMA HANDLOWO-US£UGOWA ""KRZYå""";"SKLEP SPOØYWCZO-MONOPOLOWY ""MINIDELIKATESY KRZYå""";GDA—SK;UL. SATURNA;1;HANDEL;;
WIRKUS BOØENA SKLEP SPOØYWCZY;SKLEP SPOØYWCZY;GDA—SK;UL. BA£TYCKA;36;HANDEL;;
WOJEW”DZKI ZWI•ZEK PSZCZELARZY;SKLEP Z WYROBAMI PSZCZELARSKIMI;GDA—SK;UL. NA STOKU;48;HANDEL;;
"SKLEP SPOØYWCZY ""POZIOMKA"" DOROTA ZAKRZEWSKA";SKLEP SPOØYWCZY POZIOMKA;GDA—SK;UL. KAZIMIERZA POR BSKIEGO;31;HANDEL;4;
SKLEP OG”LNOSPOØYWCZY WARZYWA-OWOCE ROMANA JONIAK;SKLEP SPOØYWCZO-WARZYWNICZY;GDA—SK;UL. PORTOWC”W;33;HANDEL;4;
MADSTUDIO MICHA£ WOJCZAL;SKLEP SIECI ØABKA;GDA—SK;UL. MIECZYS£AWA KAR£OWICZA;86;HANDEL;;
MADSTUDIO MICHA£ WOJCZAL;SKLEP SIECI ØABKA;GDA—SK;UL. JULIUSZA S£OWACKIEGO;50;HANDEL;l.u. Nr 1;
MADSTUDIO MICHA£ WOJCZAL;SKLEP SIECI ØABKA;GDA—SK;UL. JULIUSZA S£OWACKIEGO;37;HANDEL;;
MINI MARKET KRZYSZTOF SUK;SKLEP SPOØYWCZY MINI MARKET;GDA—SK;UL. DWORSKA;1;HANDEL;;
MINI MARKET KRZYSZTOF SUK;SKLEP SPOØYWCZY MINI MARKET;GDA—SK;UL. LEåNA G”RA;1;HANDEL;;
MINI MARKET KRZYSZTOF SUK;SKLEP SPOØYWCZY MINI MARKET;GDA—SK;UL. P£OCKA;5;HANDEL;;
"POLSKA SIE∆ HANDLOWA ""NASZ SKLEP"" S.A.";SKLEP SPOØYWCZO-PRZEMYS£OWY;GDA—SK;UL. JULIUSZA S£OWACKIEGO;53;HANDEL;A;
"POLSKA SIE∆ HANDLOWA ""NASZ SKLEP"" S.A.";SKLEP SPOØYWCZO-PRZEMYS£OWY;GDA—SK;UL. WYZWOLENIA;28;HANDEL;;
SKLEP ZAJEZDNIA £UKASZ GABRYEL;SKLEP ZAJEZDNIA;GDA—SK;UL. POMORSKA;57;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 2921;GDA—SK;UL. K£OSOWA;1;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1920;GDA—SK;UL. NA£KOWSKIEJ;1;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 3338;GDA—SK;UL. £•KOWA;35;HANDEL;38;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 3219;GDA—SK;UL. JAB£ONIOWA;46;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 3090;GDA—SK;UL. KARTUSKA;467;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1854;GDA—SK;UL. WARSZAWSKA;59;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1759;GDA—SK;UL. ALEJA GEN. J”ZEFA HALLERA;233A;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIERDRONKA NR 1146;GDA—SK;UL. KAZIMIERZA POR BSKIEGO;8;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1279;GDA—SK;UL. PADEREWSKIEGO;7;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1250;GDA—SK;UL. CHA£UBI—SKIEGO;27;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 2570;GDA—SK;UL. RAJSKA;6;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1932;GDA—SK;UL. KARTUSKA;332;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 2280;GDA—SK;UL. D£UGIE OGRODY;14;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 2276;GDA—SK;UL. ALEJA GEN. J”ZEFA HALLERA;167;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 2283;GDA—SK;UL.  BALCERSKIEGO;12;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 2557;GDA—SK;UL. OSOWSKI ZAK•TEK;17;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1679;GDA—SK;UL.  GRUNWALDZKA;211;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 2435;GDA—SK;UL. KRZEMOWA;1;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1918;GDA—SK;UL. JAGIELLO—SKA;2A;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPEREMARKET BIEDRONKA;GDA—SK;UL. METEORYTOWA;11;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. ALEJA JANA PAW£A II;9;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. JELITKOWSKI DW”R;2;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 1852;GDA—SK;UL. CH£OPSKA;16B;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. UPHAGENA;32;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. SANDOMIERSKA;11;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. ZAWODNIK”W;4;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. Z£OTA KARCZMA;21;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. WODNIKA;38;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. BOLES£AWA CHROBREGO;75;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. NOWOTNA;20;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. ALEJA GRUNWALDZKA;507;HANDEL;9;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. KARTUSKA;455;HANDEL;;
LIDL SP. Z O.O. SP. K.;LIDL;GDA—SK;UL. MARCINA DRAGANA;27;HANDEL;;
TRANSGOURMET SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP DETALICZNY PRZY HUTROWNI SELGROS;GDA—SK;UL. WODNIKA;79;HANDEL;;
SIECIOWE SKLEPY SP. Z O.O.;SKLEP SPOØYWCZY CARREFOUR EXPRESS;GDA—SK;UL. D£UGA;67;HANDEL;;
SKLEP SPOØYWCZY MAGDALENA D•BROWSKA;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. TRAKT åW. WOJCIECHA;451;HANDEL;;
FH ROXANA ZDZIARSKA;"SKLEP SPOØYWCZY ""KORAL""";GDA—SK;UL. KRZEMOWA;15;HANDEL;;
FIRMA HANDLOWO US£UGOWO GARIX £UKASZ OLENDRZY—SKI;SKLEP MONOPOLOWY;GDA—SK;UL. JESIONOWA;16A;HANDEL;;
PRZEDSI BIORSTWO US£UGOWO HANDLOWE ALEKSANDRA POPOWICZ;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. SYMPATYCZNA;20;HANDEL;U3;
1. PRZEDSI BIORSTWO HANDLOWO-US£UGOWE WOJCIECH ZAWACKI 2. DROBIAZG S.C.;SKLEP SPOØYWCZY;GDA—SK;UL. PODWALE GRODZKIE;-;HANDEL;;
"""BOSUS"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. TARTACZNA;5;HANDEL;;
SEGRAM PRUSZY—SKI KRZYSZTOF;SKLEP ØABKA;GDA—SK;UL. SZEROKA;82;HANDEL;83;
"F.H.U. ""BALOO"" GRZEGORZ HIRSZ";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. KO£OBRZESKA;30;HANDEL;;
"F.H.U. ""BALOO"" GRZEGORZ HIRSZ";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. SZCZECI—SKA;33;HANDEL;3;
P.H.U. MA£GORZATKA  NOWAKOWSKA MA£GORZATA;SKLEP WIELOBRANØOWY;GDA—SK;UL. RYBITWY;1;HANDEL;-;
"""BALTIC RESOURCING"" SP”£KA Z O.O.";SKLEP Z  ALKOHOLEM;GDA—SK;UL. BARNIEWICKA;54A;HANDEL;;
WINCERE WALDEMAR RY£OWICZ;"SKLEP SIECI ""ØABKA""";GDA—SK;UL. JELITKOWSKA;73;HANDEL;;
TEQUILA SKLEP SPOØYWCZO-MONOPOLOWY KAROL KANKA;SKLEP TEQUILA;GDA—SK;UL. ALEJA GRUNWALDZKA;553;HANDEL;;
M&P PAVLINA SP”£KA Z OGRANICZONA ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA;SKLEP MONOPOLOWY M&P ALKOHOLE I WINA åWIATA;GDA—SK;UL. STARY RYNEK OLIWSKI;7;HANDEL;;
LAGARDERE DUTY FREE SP. Z O.O.;"SKLEP MONOPOLOWY AELA ""LA CONNAISSEUR""";GDA—SK;UL. JULIUSZA S£OWACKIEGO;210;HANDEL;;
LAGARDERE DUTY FREE SP. Z O.O.;"SKLEP ""AELIA DUTY FREE""";GDA—SK;UL. JULIUSZA S£OWACKIEGO;210;HANDEL;;
LAGARDERE DUTY FREE SP. Z O.O.;AELIA DUTY FREE - NON SCHENGEN;GDA—SK;UL. JULIUSZA S£OWACKIEGO;210;HANDEL;T1 -I piÍt;
"FLORIAN WOJCIECHOWSKI  FHU ""FLORIAN""";"SKLEP WIELOBRANØOWY ""FLORIAN""";GDA—SK;UL. OLIWSKA;66;HANDEL;;
SKLEP OG”LNOSPOØYWCZY WIES£AW åWIATROCH;SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. CIESZY—SKIEGO;12;HANDEL;;
SKLEP OG”LNOSPOØYWCZY WIES£AW åWIATROCH;SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. KARTUSKA;122;HANDEL;;
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP SPOØYWCZY NA STACJI PALIW SHELL;;;;HANDEL;;GDA—SK, UL. Z£OTA KARCZMA (OBWODNICA W ZE£ MATARNIA)
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP SPOØYWCZY NA STACJI PALIW SHELL;GDA—SK;UL. ALEJA GRUNWALDZKA;560;HANDEL;;
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP NA STACJI PALIW SHELL;GDA—SK;UL. £OSTOWICKA;4;HANDEL;;
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP NA STACJI PALIW SHELL;GDA—SK;UL. åWI TOKRZYSKA;1;HANDEL;;
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP;GDA—SK;UL. ALEJA RZECZYPOSPOLITEJ;8;HANDEL;;
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SHELL POLSKA;GDA—SK;UL. TRAKT åW. WOJCIECHA;233;HANDEL;;
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP  NA STACJI  PALIW;GDA—SK;UL. P£K. JANA PA£UBICKIEGO;12;HANDEL;;
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP NA STACJI SHELL;GDA—SK;UL. MARYNARKI POLSKIEJ;98;HANDEL;;
SHELL POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP NA STACJI PALIW;GDA—SK;UL. NOWOLIPIE;2;HANDEL;;
USHAND FIRMA US£UGOWO-HANDLOWA MONIKA ROJEWSKA;SKLEP;GDA—SK;UL. RYBO£OWC”W;3;HANDEL;;
WEINHAUS JAKOB GERHARDT-POLONIA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;SKLEP WINIARSKI;GDA—SK;UL. REJA;3;HANDEL;;
"""GROSZ"" M.ZIE—KOWICZ, S.ZIENKOWICZ SP”£KA JAWNA";SKLEP GROSZ;GDA—SK;UL. SZTORMOWA;3;HANDEL;;
"PHU ""MIKRUå"" PIOTR SZA£ACH";SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. £•KOWA;46B;HANDEL;;
PRZEDSI BIORSTWO HANDLOWE MOTO HURT-DETAL J”ZEF KU£AGA;SKLEP PRZY STACJI PALIW;GDA—SK;UL. TRAKT åW. WOJCIECHA;223;HANDEL;225;
PRZEDSI BIORSTWO HANDLOWE MOTO HURT-DETAL J”ZEF KU£AGA;SKLEP NA STACJI PALIW;GDA—SK;UL. MARYNARKI POLSKIEJ;73;HANDEL;;
SKLEP SPOØYWCZO PRZEMYS£OWY KRYSTYNA WI CEK;SKLEP SPOØYWCZO-PRZEMYS£OWY;GDA—SK;UL. KARTUSKA;258;HANDEL;;
SKLEP TADEUSZ ZAREMBA;SKLEP SPOØYWCZY;GDA—SK;UL. ZIMNA;1;HANDEL;;
SKLEP MONOPOLOWY WITOLD ZIELI—SKI;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. REJTANA;18;HANDEL;;
SKLEP MONOPOLOWY WITOLD ZIELI—SKI;SKLEP WIELOBRANØOWY;GDA—SK;UL. TRAKT åW. WOJCIECHA;89;HANDEL;;
SKLEP SPOØYWCZY  JADWIGA NOWICKA;SKLEP SPOØYWCZY;GDA—SK;UL. GROBLA III;1;HANDEL;6A;
